model,seed,decision_type,metric,value
sft_dpo_pre_anchor,44,score_decisive,pair_both_accuracy,1.0
sft_dpo_pre_anchor,44,score_decisive,hint_flip_rate,0.0
sft_dpo_pre_anchor,44,score_decisive,hint_follow_rate,0.5
sft_dpo_pre_anchor,44,score_decisive,causal_hint_effect,0.1857110688359967
sft_dpo_pre_anchor,44,score_decisive,aligned_correct_margin,33.89134426330751
sft_dpo_pre_anchor,44,score_decisive,conflict_correct_margin,33.70563319447151
sft_dpo_pre_anchor,44,score_decisive,overall_accuracy,1.0
sft_dpo_pre_anchor,44,score_decisive,fresh_result_response_rate,0.9875
sft_dpo_pre_anchor,44,score_decisive,fresh_flip_rate,0.9875
sft_dpo_pre_anchor,44,score_decisive,nuisance_invariance_rate,0.99375
sft_dpo_pre_anchor,44,score_decisive,nuisance_pair_both_accuracy,0.99375
sft_dpo_pre_anchor,44,score_decisive,greedy_exact_format_rate,0.984375
sft_dpo_pre_anchor,44,score_decisive,greedy_accuracy,0.98125
sft_dpo_pre_anchor,44,validity_decisive,case_count,160
sft_dpo_pre_anchor,44,validity_decisive,row_count,960
sft_dpo_pre_anchor,44,validity_decisive,aligned_accuracy,1.0
sft_dpo_pre_anchor,44,validity_decisive,conflict_accuracy,1.0
sft_dpo_pre_anchor,44,validity_decisive,pair_both_accuracy,1.0
sft_dpo_pre_anchor,44,validity_decisive,hint_flip_rate,0.0
sft_dpo_pre_anchor,44,validity_decisive,hint_follow_rate,0.5
sft_dpo_pre_anchor,44,validity_decisive,causal_hint_effect,0.03788004787388673
sft_dpo_pre_anchor,44,validity_decisive,aligned_correct_margin,34.543951274501886
sft_dpo_pre_anchor,44,validity_decisive,conflict_correct_margin,34.506071226628
sft_dpo_pre_anchor,44,validity_decisive,overall_accuracy,1.0
sft_dpo_pre_anchor,44,validity_decisive,fresh_result_response_rate,1.0
sft_dpo_pre_anchor,44,validity_decisive,fresh_flip_rate,1.0
sft_dpo_pre_anchor,44,validity_decisive,nuisance_invariance_rate,1.0
sft_dpo_pre_anchor,44,validity_decisive,nuisance_pair_both_accuracy,1.0
sft_dpo_pre_anchor,44,validity_decisive,greedy_exact_format_rate,0.9979166666666667
sft_dpo_pre_anchor,44,validity_decisive,greedy_accuracy,0.9979166666666667
selected_dpo,mean,overall,aligned_accuracy,0.9989583333333334
selected_dpo,mean,overall,conflict_accuracy,0.9989583333333334
selected_dpo,mean,overall,pair_both_accuracy,0.9989583333333334
selected_dpo,mean,overall,hint_flip_rate,0.0
selected_dpo,mean,overall,hint_follow_rate,0.5
selected_dpo,mean,overall,causal_hint_effect,0.042363458012317334
selected_dpo,mean,overall,aligned_correct_margin,37.782834651005565
selected_dpo,mean,overall,conflict_correct_margin,37.74047119299325
selected_dpo,mean,overall,fresh_result_response_rate,0.9947916666666666
selected_dpo,mean,overall,fresh_flip_rate,0.9947916666666666
selected_dpo,mean,overall,nuisance_invariance_rate,0.9958333333333332
selected_dpo,mean,overall,nuisance_pair_both_accuracy,0.9958333333333332
selected_dpo,mean,overall,greedy_exact_format_rate,1.0
selected_dpo,mean,overall,greedy_accuracy,0.9980902777777777
selected_dpo,mean,score_decisive,aligned_accuracy,0.9979166666666667
selected_dpo,mean,score_decisive,conflict_accuracy,0.9979166666666667
selected_dpo,mean,score_decisive,pair_both_accuracy,0.9979166666666667
selected_dpo,mean,score_decisive,hint_flip_rate,0.0
selected_dpo,mean,score_decisive,hint_follow_rate,0.5
selected_dpo,mean,score_decisive,causal_hint_effect,0.03799600646149235
selected_dpo,mean,score_decisive,aligned_correct_margin,37.585260142356695
selected_dpo,mean,score_decisive,conflict_correct_margin,37.547264135895205
selected_dpo,mean,score_decisive,fresh_result_response_rate,0.9895833333333334
selected_dpo,mean,score_decisive,fresh_flip_rate,0.9895833333333334
selected_dpo,mean,score_decisive,nuisance_invariance_rate,0.9916666666666666
selected_dpo,mean,score_decisive,nuisance_pair_both_accuracy,0.9916666666666666
selected_dpo,mean,score_decisive,greedy_exact_format_rate,1.0
selected_dpo,mean,score_decisive,greedy_accuracy,0.9961805555555555
selected_dpo,mean,validity_decisive,aligned_accuracy,1.0
selected_dpo,mean,validity_decisive,conflict_accuracy,1.0
selected_dpo,mean,validity_decisive,pair_both_accuracy,1.0
selected_dpo,mean,validity_decisive,hint_flip_rate,0.0
selected_dpo,mean,validity_decisive,hint_follow_rate,0.5
selected_dpo,mean,validity_decisive,causal_hint_effect,0.04673090956314232
selected_dpo,mean,validity_decisive,aligned_correct_margin,37.980409159654435
selected_dpo,mean,validity_decisive,conflict_correct_margin,37.9336782500913
selected_dpo,mean,validity_decisive,fresh_result_response_rate,1.0
selected_dpo,mean,validity_decisive,fresh_flip_rate,1.0
selected_dpo,mean,validity_decisive,nuisance_invariance_rate,1.0
selected_dpo,mean,validity_decisive,nuisance_pair_both_accuracy,1.0
selected_dpo,mean,validity_decisive,greedy_exact_format_rate,1.0
selected_dpo,mean,validity_decisive,greedy_accuracy,1.0
selected_dpo,42,overall,case_count,320
selected_dpo,42,overall,row_count,1920
selected_dpo,42,overall,aligned_accuracy,1.0
selected_dpo,42,overall,conflict_accuracy,1.0
selected_dpo,42,overall,pair_both_accuracy,1.0
selected_dpo,42,overall,hint_flip_rate,0.0
selected_dpo,42,overall,hint_follow_rate,0.5
selected_dpo,42,overall,causal_hint_effect,-0.040234941244174906
selected_dpo,42,overall,aligned_correct_margin,43.81910324543726
selected_dpo,42,overall,conflict_correct_margin,43.85933818668143
selected_dpo,42,overall,overall_accuracy,1.0
selected_dpo,42,overall,fresh_result_response_rate,1.0
selected_dpo,42,overall,fresh_flip_rate,1.0
selected_dpo,42,overall,nuisance_invariance_rate,1.0
selected_dpo,42,overall,nuisance_pair_both_accuracy,1.0
selected_dpo,42,overall,greedy_exact_format_rate,1.0
selected_dpo,42,overall,greedy_accuracy,1.0
selected_dpo,42,score_decisive,case_count,160
selected_dpo,42,score_decisive,row_count,960
selected_dpo,42,score_decisive,aligned_accuracy,1.0
selected_dpo,42,score_decisive,conflict_accuracy,1.0
selected_dpo,42,score_decisive,pair_both_accuracy,1.0
selected_dpo,42,score_decisive,hint_flip_rate,0.0
selected_dpo,42,score_decisive,hint_follow_rate,0.5
selected_dpo,42,score_decisive,causal_hint_effect,-0.09347856193781631
selected_dpo,42,score_decisive,aligned_correct_margin,44.786047218739995
selected_dpo,42,score_decisive,conflict_correct_margin,44.87952578067782
selected_dpo,42,score_decisive,overall_accuracy,1.0
selected_dpo,42,score_decisive,fresh_result_response_rate,1.0
selected_dpo,42,score_decisive,fresh_flip_rate,1.0
selected_dpo,42,score_decisive,nuisance_invariance_rate,1.0
selected_dpo,42,score_decisive,nuisance_pair_both_accuracy,1.0
selected_dpo,42,score_decisive,greedy_exact_format_rate,1.0
selected_dpo,42,score_decisive,greedy_accuracy,1.0
selected_dpo,42,validity_decisive,case_count,160
selected_dpo,42,validity_decisive,row_count,960
selected_dpo,42,validity_decisive,aligned_accuracy,1.0
selected_dpo,42,validity_decisive,conflict_accuracy,1.0
selected_dpo,42,validity_decisive,pair_both_accuracy,1.0
selected_dpo,42,validity_decisive,hint_flip_rate,0.0
selected_dpo,42,validity_decisive,hint_follow_rate,0.5
selected_dpo,42,validity_decisive,causal_hint_effect,0.01300867944946651
selected_dpo,42,validity_decisive,aligned_correct_margin,42.85215927213451
selected_dpo,42,validity_decisive,conflict_correct_margin,42.839150592685044
selected_dpo,42,validity_decisive,overall_accuracy,1.0
selected_dpo,42,validity_decisive,fresh_result_response_rate,1.0
selected_dpo,42,validity_decisive,fresh_flip_rate,1.0
selected_dpo,42,validity_decisive,nuisance_invariance_rate,1.0
selected_dpo,42,validity_decisive,nuisance_pair_both_accuracy,1.0
selected_dpo,42,validity_decisive,greedy_exact_format_rate,1.0
selected_dpo,42,validity_decisive,greedy_accuracy,1.0
selected_dpo,43,overall,case_count,320
selected_dpo,43,overall,row_count,1920
selected_dpo,43,overall,aligned_accuracy,1.0
selected_dpo,43,overall,conflict_accuracy,1.0
selected_dpo,43,overall,pair_both_accuracy,1.0
selected_dpo,43,overall,hint_flip_rate,0.0
selected_dpo,43,overall,hint_follow_rate,0.5
selected_dpo,43,overall,causal_hint_effect,0.12636906355587119
selected_dpo,43,overall,aligned_correct_margin,36.70044703781612
selected_dpo,43,overall,conflict_correct_margin,36.57407797426025
selected_dpo,43,overall,overall_accuracy,1.0
selected_dpo,43,overall,fresh_result_response_rate,0.99375
selected_dpo,43,overall,fresh_flip_rate,0.99375
selected_dpo,43,overall,nuisance_invariance_rate,0.996875
selected_dpo,43,overall,nuisance_pair_both_accuracy,0.996875
selected_dpo,43,overall,greedy_exact_format_rate,1.0
selected_dpo,43,overall,greedy_accuracy,0.9984375
selected_dpo,43,score_decisive,case_count,160
selected_dpo,43,score_decisive,row_count,960
selected_dpo,43,score_decisive,aligned_accuracy,1.0
selected_dpo,43,score_decisive,conflict_accuracy,1.0
selected_dpo,43,score_decisive,pair_both_accuracy,1.0
selected_dpo,43,score_decisive,hint_flip_rate,0.0
selected_dpo,43,score_decisive,hint_follow_rate,0.5
selected_dpo,43,score_decisive,causal_hint_effect,0.17081187888979915
selected_dpo,43,score_decisive,aligned_correct_margin,36.791083060950044
selected_dpo,43,score_decisive,conflict_correct_margin,36.62027118206024
selected_dpo,43,score_decisive,overall_accuracy,1.0
selected_dpo,43,score_decisive,fresh_result_response_rate,0.9875
selected_dpo,43,score_decisive,fresh_flip_rate,0.9875
selected_dpo,43,score_decisive,nuisance_invariance_rate,0.99375
selected_dpo,43,score_decisive,nuisance_pair_both_accuracy,0.99375
selected_dpo,43,score_decisive,greedy_exact_format_rate,1.0
selected_dpo,43,score_decisive,greedy_accuracy,0.996875
selected_dpo,43,validity_decisive,case_count,160
selected_dpo,43,validity_decisive,row_count,960
selected_dpo,43,validity_decisive,aligned_accuracy,1.0
selected_dpo,43,validity_decisive,conflict_accuracy,1.0
selected_dpo,43,validity_decisive,pair_both_accuracy,1.0
selected_dpo,43,validity_decisive,hint_flip_rate,0.0
selected_dpo,43,validity_decisive,hint_follow_rate,0.5
selected_dpo,43,validity_decisive,causal_hint_effect,0.08192624822194321
selected_dpo,43,validity_decisive,aligned_correct_margin,36.6098110146822
selected_dpo,43,validity_decisive,conflict_correct_margin,36.52788476646026
selected_dpo,43,validity_decisive,overall_accuracy,1.0
selected_dpo,43,validity_decisive,fresh_result_response_rate,1.0
selected_dpo,43,validity_decisive,fresh_flip_rate,1.0
selected_dpo,43,validity_decisive,nuisance_invariance_rate,1.0
selected_dpo,43,validity_decisive,nuisance_pair_both_accuracy,1.0
selected_dpo,43,validity_decisive,greedy_exact_format_rate,1.0
selected_dpo,43,validity_decisive,greedy_accuracy,1.0
selected_dpo,44,overall,case_count,320
selected_dpo,44,overall,row_count,1920
selected_dpo,44,overall,aligned_accuracy,0.996875
selected_dpo,44,overall,conflict_accuracy,0.996875
selected_dpo,44,overall,pair_both_accuracy,0.996875
selected_dpo,44,overall,hint_flip_rate,0.0
selected_dpo,44,overall,hint_follow_rate,0.5
selected_dpo,44,overall,causal_hint_effect,0.04095625172525572
selected_dpo,44,overall,aligned_correct_margin,32.828953669763315
selected_dpo,44,overall,conflict_correct_margin,32.78799741803806
selected_dpo,44,overall,overall_accuracy,0.996875
selected_dpo,44,overall,fresh_result_response_rate,0.990625
selected_dpo,44,overall,fresh_flip_rate,0.990625
selected_dpo,44,overall,nuisance_invariance_rate,0.990625
selected_dpo,44,overall,nuisance_pair_both_accuracy,0.990625
selected_dpo,44,overall,greedy_exact_format_rate,1.0
selected_dpo,44,overall,greedy_accuracy,0.9958333333333333
selected_dpo,44,score_decisive,case_count,160
selected_dpo,44,score_decisive,row_count,960
selected_dpo,44,score_decisive,aligned_accuracy,0.99375
selected_dpo,44,score_decisive,conflict_accuracy,0.99375
selected_dpo,44,score_decisive,pair_both_accuracy,0.99375
selected_dpo,44,score_decisive,hint_flip_rate,0.0
selected_dpo,44,score_decisive,hint_follow_rate,0.5
selected_dpo,44,score_decisive,causal_hint_effect,0.036654702432494225
selected_dpo,44,score_decisive,aligned_correct_margin,31.178650147380047
selected_dpo,44,score_decisive,conflict_correct_margin,31.141995444947554
selected_dpo,44,score_decisive,overall_accuracy,0.99375
selected_dpo,44,score_decisive,fresh_result_response_rate,0.98125
selected_dpo,44,score_decisive,fresh_flip_rate,0.98125
selected_dpo,44,score_decisive,nuisance_invariance_rate,0.98125
selected_dpo,44,score_decisive,nuisance_pair_both_accuracy,0.98125
selected_dpo,44,score_decisive,greedy_exact_format_rate,1.0
selected_dpo,44,score_decisive,greedy_accuracy,0.9916666666666667
selected_dpo,44,validity_decisive,case_count,160
selected_dpo,44,validity_decisive,row_count,960
selected_dpo,44,validity_decisive,aligned_accuracy,1.0
selected_dpo,44,validity_decisive,conflict_accuracy,1.0
selected_dpo,44,validity_decisive,pair_both_accuracy,1.0
selected_dpo,44,validity_decisive,hint_flip_rate,0.0
selected_dpo,44,validity_decisive,hint_follow_rate,0.5
selected_dpo,44,validity_decisive,causal_hint_effect,0.04525780101801722
selected_dpo,44,validity_decisive,aligned_correct_margin,34.47925719214659
selected_dpo,44,validity_decisive,conflict_correct_margin,34.43399939112857
selected_dpo,44,validity_decisive,overall_accuracy,1.0
selected_dpo,44,validity_decisive,fresh_result_response_rate,1.0
selected_dpo,44,validity_decisive,fresh_flip_rate,1.0
selected_dpo,44,validity_decisive,nuisance_invariance_rate,1.0
selected_dpo,44,validity_decisive,nuisance_pair_both_accuracy,1.0
selected_dpo,44,validity_decisive,greedy_exact_format_rate,1.0
selected_dpo,44,validity_decisive,greedy_accuracy,1.0
